Date,Sales
2021-10-30,16972
2021-10-31,16428
2021-11-01,15825
2021-11-02,16314
2021-11-03,16523
2021-11-04,16397
2021-11-05,16495
2021-11-06,16484
2021-11-07,16299
2021-11-08,16692
2021-11-09,16160
2021-11-10,16197
2021-11-11,16687
2021-11-12,16472
2021-11-13,16958
2021-11-14,17488
2021-11-15,16162
2021-11-16,16651
2021-11-17,16407
2021-11-18,16488
2021-11-19,16884
2021-11-20,17095
2021-11-21,17123
2021-11-22,16801
2021-11-23,16388
2021-11-24,16265
2021-11-25,16222
2021-11-26,15965
2021-11-27,17691
2021-11-28,16762
2021-11-29,16546
2021-11-30,16549
2021-12-01,16745
2021-12-02,16917
2021-12-03,16951
2021-12-04,17038
2021-12-05,17183
2021-12-06,16838
2021-12-07,16700
2021-12-08,17277
2021-12-09,16963
2021-12-10,17057
2021-12-11,17557
2021-12-12,17731
2021-12-13,16955
2021-12-14,16533
2021-12-15,17063
2021-12-16,16770
2021-12-17,16828
2021-12-18,17684
2021-12-19,17902
2021-12-20,17059
2021-12-21,17167
2021-12-22,17607
2021-12-23,17190
2021-12-24,17921
2021-12-25,17832
2021-12-26,17156
2021-12-27,17432
2021-12-28,17343
2021-12-29,17638
2021-12-30,17475
2021-12-31,17254
2022-01-01,17454
2022-01-02,17781
2022-01-03,17111
2022-01-04,17214
2022-01-05,17587
2022-01-06,17934
2022-01-07,17573
2022-01-08,17618
2022-01-09,18132
2022-01-10,17880
2022-01-11,17360
2022-01-12,17524
2022-01-13,17591
2022-01-14,17373
2022-01-15,18324
2022-01-16,18115
2022-01-17,17799
2022-01-18,17428
2022-01-19,17584
2022-01-20,17954
2022-01-21,17646
2022-01-22,18797
2022-01-23,18180
2022-01-24,17888
2022-01-25,18121
2022-01-26,17436
2022-01-27,17354
2022-01-28,17445
2022-01-29,18802
2022-01-30,18277
2022-01-31,18730
2022-02-01,17813
2022-02-02,18058
2022-02-03,18484
2022-02-04,18643
2022-02-05,19178
2022-02-06,18941
2022-02-07,18405
2022-02-08,18294
2022-02-09,18368
2022-02-10,17987
2022-02-11,17925
2022-02-12,18688
2022-02-13,18655
2022-02-14,18088
2022-02-15,18450
2022-02-16,18544
2022-02-17,18301
2022-02-18,18734
2022-02-19,18465
2022-02-20,18765
2022-02-21,18124
2022-02-22,17795
2022-02-23,18346
2022-02-24,18349
2022-02-25,18855
2022-02-26,19105
2022-02-27,18622
2022-02-28,19000
2022-03-01,18824
2022-03-02,18646
2022-03-03,18417
2022-03-04,18210
2022-03-05,18899
2022-03-06,19350
2022-03-07,19102
2022-03-08,19011
2022-03-09,18414
2022-03-10,18236
2022-03-11,18625
2022-03-12,18564
2022-03-13,19202
2022-03-14,18571
2022-03-15,18486
2022-03-16,18157
2022-03-17,18799
2022-03-18,18495
2022-03-19,18812
2022-03-20,18310
2022-03-21,18672
2022-03-22,19220
2022-03-23,19195
2022-03-24,18567
2022-03-25,18531
2022-03-26,19359
2022-03-27,18926
2022-03-28,18822
2022-03-29,18968
2022-03-30,19112
2022-03-31,18719
2022-04-01,18693
2022-04-02,18996
2022-04-03,19016
2022-04-04,18700
2022-04-05,18883
2022-04-06,19050
2022-04-07,18539
2022-04-08,19231
2022-04-09,19204
2022-04-10,19282
2022-04-11,18566
2022-04-12,18065
2022-04-13,19060
2022-04-14,19017
2022-04-15,18713
2022-04-16,19318
2022-04-17,19453
2022-04-18,18330
2022-04-19,18640
2022-04-20,19037
2022-04-21,18421
2022-04-22,18885
2022-04-23,18889
2022-04-24,19434
2022-04-25,18782
2022-04-26,18306
2022-04-27,19138
2022-04-28,18566
2022-04-29,18540
2022-04-30,19340
2022-05-01,19621
2022-05-02,18469
2022-05-03,18788
2022-05-04,18894
2022-05-05,18969
2022-05-06,18810
2022-05-07,19142
2022-05-08,18999
2022-05-09,18767
2022-05-10,18414
2022-05-11,17854
2022-05-12,18855
2022-05-13,18989
2022-05-14,18503
2022-05-15,18902
2022-05-16,18884
2022-05-17,19308
2022-05-18,18690
2022-05-19,18458
2022-05-20,18614
2022-05-21,19573
2022-05-22,18959
2022-05-23,18405
2022-05-24,18491
2022-05-25,18341
2022-05-26,18655
2022-05-27,19097
2022-05-28,19197
2022-05-29,19016
2022-05-30,18494
2022-05-31,18103
2022-06-01,18827
2022-06-02,18529
2022-06-03,18488
2022-06-04,19990
2022-06-05,19111
2022-06-06,18286
2022-06-07,18373
2022-06-08,18834
2022-06-09,18513
2022-06-10,18036
2022-06-11,19233
2022-06-12,18745
2022-06-13,18996
2022-06-14,18747
2022-06-15,18277
2022-06-16,18784
2022-06-17,18409
2022-06-18,19133
2022-06-19,19010
2022-06-20,18099
2022-06-21,18148
2022-06-22,18638
2022-06-23,18217
2022-06-24,18184
2022-06-25,18507
2022-06-26,18908
2022-06-27,18888
2022-06-28,17937
2022-06-29,18252
2022-06-30,18656
2022-07-01,18196
2022-07-02,18844
2022-07-03,18377
2022-07-04,18312
2022-07-05,18115
2022-07-06,18455
2022-07-07,18503
2022-07-08,18912
2022-07-09,18797
2022-07-10,18709
2022-07-11,18157
2022-07-12,17981
2022-07-13,18177
2022-07-14,17975
2022-07-15,18102
2022-07-16,18935
2022-07-17,18226
2022-07-18,18358
2022-07-19,18400
2022-07-20,17958
2022-07-21,17346
2022-07-22,17789
2022-07-23,18849
2022-07-24,18442
2022-07-25,17638
2022-07-26,17776
2022-07-27,18169
2022-07-28,18070
2022-07-29,17824
2022-07-30,18275
2022-07-31,18258
2022-08-01,17589
2022-08-02,18340
2022-08-03,17749
2022-08-04,18202
2022-08-05,18283
2022-08-06,18617
2022-08-07,18179
2022-08-08,17921
2022-08-09,17784
2022-08-10,17512
2022-08-11,17872
2022-08-12,17413
2022-08-13,18615
2022-08-14,18111
2022-08-15,17803
2022-08-16,17821
2022-08-17,17651
2022-08-18,17898
2022-08-19,17573
2022-08-20,18470
2022-08-21,17799
2022-08-22,17734
2022-08-23,18272
2022-08-24,17385
2022-08-25,17476
2022-08-26,17829
2022-08-27,18224
2022-08-28,18270
2022-08-29,17808
2022-08-30,17847
2022-08-31,17986
2022-09-01,17772
2022-09-02,17573
2022-09-03,18345
2022-09-04,18710
2022-09-05,17598
2022-09-06,17343
2022-09-07,17965
2022-09-08,17595
2022-09-09,16978
2022-09-10,18383
2022-09-11,17967
2022-09-12,17600
2022-09-13,17726
2022-09-14,17684
2022-09-15,17840
2022-09-16,17497
2022-09-17,18282
2022-09-18,18051
2022-09-19,17852
2022-09-20,17817
2022-09-21,17353
2022-09-22,17962
2022-09-23,17478
2022-09-24,18384
2022-09-25,18255
2022-09-26,18200
2022-09-27,17585
2022-09-28,17551
2022-09-29,17654
2022-09-30,17574
2022-10-01,18409
2022-10-02,17690
2022-10-03,17364
2022-10-04,17366
2022-10-05,17977
2022-10-06,18211
2022-10-07,17674
2022-10-08,18161
2022-10-09,18240
2022-10-10,18075
2022-10-11,17456
2022-10-12,17814
2022-10-13,18044
2022-10-14,17910
2022-10-15,18325
2022-10-16,18578
2022-10-17,16976
2022-10-18,18001
2022-10-19,17611
2022-10-20,17269
2022-10-21,17982
2022-10-22,18752
2022-10-23,18309
2022-10-24,18148
2022-10-25,18358
2022-10-26,18280
2022-10-27,18390
2022-10-28,18134
2022-10-29,18446
2022-10-30,17956
2022-10-31,17876
2022-11-01,17711
2022-11-02,18629
2022-11-03,17939
2022-11-04,18043
2022-11-05,18686
2022-11-06,18549
2022-11-07,18559
2022-11-08,17880
2022-11-09,18140
2022-11-10,17875
2022-11-11,17718
2022-11-12,18447
2022-11-13,18635
2022-11-14,18034
2022-11-15,17972
2022-11-16,17775
2022-11-17,18190
2022-11-18,17781
2022-11-19,18978
2022-11-20,18793
2022-11-21,17849
2022-11-22,18212
2022-11-23,18097
2022-11-24,18437
2022-11-25,18763
2022-11-26,18317
2022-11-27,18933
2022-11-28,18370
2022-11-29,18639
2022-11-30,18521
2022-12-01,18252
2022-12-02,18402
2022-12-03,18779
2022-12-04,19361
2022-12-05,18565
2022-12-06,19149
2022-12-07,18581
2022-12-08,18408
2022-12-09,18187
2022-12-10,18621
2022-12-11,18708
2022-12-12,18785
2022-12-13,18878
2022-12-14,18273
2022-12-15,19037
2022-12-16,18645
2022-12-17,19356
2022-12-18,19817
2022-12-19,19124
2022-12-20,18797
2022-12-21,18632
2022-12-22,18276
2022-12-23,18727
2022-12-24,19402
2022-12-25,19191
2022-12-26,18970
2022-12-27,19055
2022-12-28,18986
2022-12-29,18881
2022-12-30,19149
2022-12-31,19753
